"edad_rango","educacion","rol","anos_codigo","usa_Python","usa_R","salario_usd"
"25-29","Master's degree","Student","3-5 years",1,0,
"30-34","Bachelor's degree","ML Engineer","10-20 years",1,0,
"55-59","Bachelor's degree","Data Scientist","< 1 year",1,0,88000
"22-24","Doctoral degree","Research Scientist","1-2 years",1,1,122000
"40-44","Master's degree","Data Analyst","< 1 year",1,0,71000
"18-21","Bachelor's degree","Student","5-10 years",0,1,
"25-29","Master's degree","Statistician","< 1 year",1,0,50000
"30-34","Doctoral degree","Student","10-20 years",1,1,
"25-29","Master's degree","Data Scientist","1-2 years",1,1,
"35-39","Doctoral degree","Data Scientist","3-5 years",1,1,259000
"25-29","Some college/university study","Student","3-5 years",0,1,5000
"35-39","Some college/university study","Software Engineer","1-2 years",1,0,60000
"18-21","Some college/university study","Data Engineer","5-10 years",1,0,46000
"30-34","Master's degree","Software Engineer","5-10 years",1,1,61000
"25-29","Bachelor's degree","Business Analyst","1-2 years",1,0,107000
"35-39","Doctoral degree","Data Scientist","10-20 years",1,0,63000
"35-39","Doctoral degree","Data Scientist","20+ years",1,1,86000
"45-49","Some college/university study","ML Engineer","20+ years",1,0,99000
"40-44","Bachelor's degree","Data Engineer","3-5 years",0,0,75000
"25-29","Master's degree","Data Analyst","20+ years",0,0,45000
"40-44","Bachelor's degree","Student","5-10 years",1,1,
"18-21","Bachelor's degree","Data Engineer","3-5 years",1,0,71000
"35-39","Bachelor's degree","ML Engineer","5-10 years",1,0,205000
"22-24","No formal education past high school","Data Scientist","20+ years",1,1,
"18-21","Master's degree","Student","1-2 years",1,0,10000
"18-21","Master's degree","Statistician","3-5 years",1,1,35000
"22-24","Master's degree","Data Scientist","5-10 years",1,1,123000
"25-29","Some college/university study","Data Analyst","1-2 years",0,0,69000
"25-29","Master's degree","Other","3-5 years",1,0,22000
"30-34","Master's degree","Data Engineer","3-5 years",1,0,
"30-34","Doctoral degree","Software Engineer","< 1 year",1,0,244000
"30-34","Bachelor's degree","Data Scientist","20+ years",1,0,102000
"18-21","Professional degree","ML Engineer","3-5 years",0,1,159000
"45-49","Master's degree","Software Engineer","5-10 years",0,0,68000
"55-59","Master's degree","Student","5-10 years",1,1,
"18-21","Master's degree","Software Engineer","1-2 years",0,0,115000
"25-29","Master's degree","Software Engineer","20+ years",1,0,49000
"25-29","Doctoral degree","Software Engineer","10-20 years",1,0,31000
"18-21","Master's degree","Data Scientist","3-5 years",1,1,
"25-29","Some college/university study","Business Analyst","5-10 years",1,0,76000
"22-24","Bachelor's degree","Data Analyst","< 1 year",1,0,88000
"35-39","Professional degree","Business Analyst","20+ years",1,0,
"22-24","Master's degree","ML Engineer","3-5 years",1,0,
"25-29","Doctoral degree","Data Engineer","1-2 years",1,0,67000
"40-44","Master's degree","ML Engineer","1-2 years",1,0,23000
"55-59","Doctoral degree","Data Scientist","3-5 years",1,0,122000
"18-21","Professional degree","Data Scientist","20+ years",1,1,56000
"22-24","Master's degree","Business Analyst","1-2 years",1,0,41000
"40-44","Master's degree","Student","< 1 year",0,0,
"22-24","Bachelor's degree","Business Analyst","10-20 years",1,0,74000
"25-29","No formal education past high school","Software Engineer","1-2 years",1,0,59000
"30-34","Bachelor's degree","Other","20+ years",0,0,35000
"35-39","No formal education past high school","Data Scientist","20+ years",1,1,90000
"22-24","Bachelor's degree","Data Scientist","5-10 years",1,0,72000
"30-34","Some college/university study","Other","1-2 years",1,0,26000
"30-34","Master's degree","Data Analyst","5-10 years",1,0,36000
"30-34","Bachelor's degree","Research Scientist","3-5 years",1,0,164000
"30-34","Master's degree","Software Engineer","5-10 years",1,0,96000
"22-24","No formal education past high school","Business Analyst","3-5 years",1,0,47000
"30-34","Bachelor's degree","Data Scientist","20+ years",1,0,27000
"25-29","No formal education past high school","Data Scientist","5-10 years",1,0,165000
"25-29","Master's degree","Software Engineer","10-20 years",1,0,88000
"18-21","Bachelor's degree","Research Scientist","20+ years",0,1,47000
"60+","Master's degree","Data Analyst","20+ years",1,0,128000
"25-29","Bachelor's degree","Student","5-10 years",1,0,
"25-29","Bachelor's degree","Data Scientist","10-20 years",1,1,
"35-39","Bachelor's degree","Software Engineer","20+ years",1,0,73000
"30-34","Master's degree","ML Engineer","5-10 years",1,0,180000
"45-49","Master's degree","Data Engineer","1-2 years",1,0,160000
"22-24","Doctoral degree","Data Analyst","1-2 years",1,0,136000
"45-49","Some college/university study","Research Scientist","20+ years",1,1,90000
"50-54","Master's degree","Data Analyst","5-10 years",1,0,122000
"22-24","Master's degree","Research Scientist","5-10 years",1,1,61000
"18-21","Bachelor's degree","Data Scientist","1-2 years",1,0,67000
"40-44","Bachelor's degree","Data Scientist","5-10 years",1,1,58000
"22-24","Some college/university study","Data Scientist","1-2 years",1,1,54000
"35-39","Doctoral degree","Data Scientist","< 1 year",1,0,112000
"50-54","No formal education past high school","Software Engineer","1-2 years",0,0,105000
"25-29","Master's degree","Software Engineer","5-10 years",1,0,68000
"35-39","Bachelor's degree","Data Engineer","10-20 years",1,0,90000
"35-39","Master's degree","Software Engineer","3-5 years",1,0,154000
"22-24","Master's degree","Research Scientist","< 1 year",1,1,
"22-24","Master's degree","Data Scientist","5-10 years",1,1,
"25-29","Master's degree","Software Engineer","5-10 years",0,0,
"22-24","Master's degree","Data Scientist","5-10 years",1,0,40000
"18-21","Doctoral degree","Student","10-20 years",1,1,
"35-39","Master's degree","Data Scientist","10-20 years",1,0,148000
"40-44","Master's degree","Data Scientist","1-2 years",1,1,87000
"25-29","Doctoral degree","Software Engineer","3-5 years",1,0,82000
"18-21","Master's degree","Business Analyst","< 1 year",0,0,68000
"25-29","Bachelor's degree","Research Scientist","5-10 years",1,1,
"25-29","Bachelor's degree","Data Analyst","3-5 years",1,0,61000
"25-29","Bachelor's degree","Research Scientist","< 1 year",1,0,117000
"30-34","Some college/university study","Other","5-10 years",1,0,42000
"30-34","Master's degree","Business Analyst","3-5 years",0,0,51000
"25-29","Master's degree","Data Analyst","5-10 years",0,0,91000
"45-49","Master's degree","Student","3-5 years",1,0,5000
"50-54","Master's degree","Data Analyst","10-20 years",0,0,168000
"25-29","Some college/university study","ML Engineer","< 1 year",0,0,72000
"40-44","Some college/university study","Student","3-5 years",1,0,
"30-34","Bachelor's degree","Data Scientist","1-2 years",1,0,116000
"55-59","Master's degree","Research Scientist","5-10 years",1,0,102000
"25-29","Professional degree","Software Engineer","10-20 years",1,0,1e+05
"35-39","Some college/university study","ML Engineer","< 1 year",1,1,113000
"30-34","Doctoral degree","ML Engineer","1-2 years",1,0,61000
"35-39","Master's degree","Student","10-20 years",1,0,1500
"50-54","Master's degree","Research Scientist","5-10 years",1,1,48000
"25-29","No formal education past high school","Software Engineer","20+ years",1,0,75000
"50-54","Bachelor's degree","Data Scientist","10-20 years",0,1,121000
"25-29","Bachelor's degree","Data Scientist","5-10 years",1,1,83000
"55-59","Bachelor's degree","Student","5-10 years",1,1,15000
"30-34","Bachelor's degree","Software Engineer","5-10 years",0,0,68000
"35-39","Master's degree","Data Scientist","3-5 years",1,0,129000
"30-34","Doctoral degree","Data Scientist","3-5 years",1,0,89000
"18-21","Bachelor's degree","Statistician","20+ years",1,1,102000
"18-21","No formal education past high school","Student","20+ years",1,0,
"22-24","Master's degree","Data Scientist","20+ years",1,0,
"18-21","Master's degree","Research Scientist","< 1 year",1,1,82000
"22-24","Master's degree","Data Scientist","< 1 year",1,0,74000
"30-34","Master's degree","ML Engineer","3-5 years",1,0,136000
"18-21","Master's degree","Data Engineer","20+ years",1,0,87000
"35-39","No formal education past high school","Data Analyst","5-10 years",0,0,43000
"25-29","Master's degree","Student","< 1 year",1,0,
"30-34","Master's degree","Data Scientist","5-10 years",1,1,70000
"22-24","Bachelor's degree","Other","10-20 years",1,0,20000
"50-54","Bachelor's degree","Software Engineer","10-20 years",1,0,56000
"22-24","Master's degree","Research Scientist","3-5 years",1,1,69000
"18-21","Bachelor's degree","Data Analyst","3-5 years",0,0,90000
"22-24","Master's degree","Other","3-5 years",1,0,
"35-39","Bachelor's degree","Business Analyst","1-2 years",1,0,86000
"18-21","Master's degree","ML Engineer","3-5 years",1,0,136000
"50-54","Bachelor's degree","Data Scientist","3-5 years",1,0,171000
"22-24","Master's degree","Software Engineer","10-20 years",1,0,99000
"25-29","Bachelor's degree","Statistician","5-10 years",0,1,66000
"40-44","Bachelor's degree","Data Analyst","5-10 years",1,0,62000
"30-34","Doctoral degree","Software Engineer","3-5 years",1,0,83000
"25-29","Some college/university study","Business Analyst","< 1 year",1,0,
"25-29","Some college/university study","Student","3-5 years",1,1,
"22-24","Master's degree","Data Scientist","3-5 years",1,0,86000
"30-34","Bachelor's degree","Data Analyst","5-10 years",0,0,102000
"25-29","Doctoral degree","Business Analyst","< 1 year",1,0,
"40-44","Doctoral degree","Student","< 1 year",1,0,
"25-29","Doctoral degree","Software Engineer","10-20 years",0,0,173000
"30-34","Bachelor's degree","Software Engineer","3-5 years",1,0,
"30-34","Master's degree","ML Engineer","3-5 years",1,0,118000
"22-24","Master's degree","Software Engineer","1-2 years",1,0,41000
"45-49","Bachelor's degree","Data Analyst","3-5 years",0,1,47000
"45-49","Bachelor's degree","Data Analyst","10-20 years",0,1,26000
"40-44","Master's degree","ML Engineer","< 1 year",1,0,88000
"35-39","Master's degree","Research Scientist","20+ years",1,1,148000
"55-59","Bachelor's degree","Data Scientist","5-10 years",1,0,33000
"18-21","No formal education past high school","ML Engineer","< 1 year",1,0,228000
"45-49","Bachelor's degree","Software Engineer","3-5 years",0,0,42000
"22-24","Doctoral degree","Data Analyst","1-2 years",1,0,71000
"35-39","Some college/university study","Software Engineer","5-10 years",0,0,76000
"18-21","Master's degree","Software Engineer","5-10 years",0,1,86000
"18-21","Bachelor's degree","Student","3-5 years",1,0,15000
"22-24","Bachelor's degree","Research Scientist","5-10 years",0,1,227000
"40-44","Master's degree","Data Scientist","5-10 years",1,0,129000
"35-39","Some college/university study","Student","10-20 years",0,0,
"18-21","No formal education past high school","Data Analyst","20+ years",1,1,102000
"60+","Master's degree","Data Scientist","10-20 years",1,0,1e+05
"40-44","Bachelor's degree","Data Analyst","3-5 years",1,0,36000
"22-24","Master's degree","Student","< 1 year",0,0,20000
"40-44","Doctoral degree","Statistician","3-5 years",0,1,110000
"22-24","No formal education past high school","Data Analyst","10-20 years",1,0,36000
"35-39","Master's degree","ML Engineer","5-10 years",1,0,101000
"35-39","Bachelor's degree","Business Analyst","10-20 years",1,0,65000
"55-59","Professional degree","Data Scientist","1-2 years",1,1,81000
"25-29","Bachelor's degree","Data Engineer","3-5 years",1,1,81000
"25-29","Doctoral degree","Data Engineer","5-10 years",1,0,175000
"18-21","Master's degree","Student","< 1 year",1,1,5000
"35-39","Master's degree","ML Engineer","3-5 years",1,0,60000
"22-24","Master's degree","Data Engineer","3-5 years",1,0,204000
"18-21","Bachelor's degree","Student","3-5 years",1,0,
"25-29","Doctoral degree","Student","3-5 years",0,1,15000
"35-39","Master's degree","Software Engineer","3-5 years",1,0,159000
"30-34","Bachelor's degree","ML Engineer","1-2 years",1,1,111000
"35-39","Master's degree","Data Scientist","5-10 years",1,1,95000
"25-29","Master's degree","Statistician","3-5 years",0,1,58000
"35-39","Bachelor's degree","Data Engineer","10-20 years",1,0,66000
"40-44","Some college/university study","Software Engineer","5-10 years",1,0,141000
"30-34","Bachelor's degree","ML Engineer","< 1 year",1,0,175000
"40-44","Master's degree","Software Engineer","20+ years",0,0,78000
"35-39","Master's degree","Software Engineer","5-10 years",1,0,82000
"18-21","Professional degree","Statistician","5-10 years",1,1,106000
"22-24","Bachelor's degree","Software Engineer","3-5 years",1,0,134000
"35-39","Master's degree","Software Engineer","5-10 years",0,0,104000
"22-24","Doctoral degree","Research Scientist","1-2 years",1,1,
"40-44","Bachelor's degree","Data Scientist","5-10 years",1,1,71000
"22-24","Master's degree","Data Scientist","20+ years",1,1,73000
"25-29","Master's degree","Software Engineer","5-10 years",1,0,97000
"30-34","Bachelor's degree","Student","< 1 year",1,0,
"40-44","Bachelor's degree","Data Analyst","3-5 years",1,0,93000
"30-34","Master's degree","Software Engineer","1-2 years",1,1,113000
"22-24","Bachelor's degree","Other","3-5 years",0,0,42000
"18-21","Master's degree","Software Engineer","5-10 years",1,1,59000
"22-24","Some college/university study","Data Scientist","5-10 years",0,1,109000
"22-24","Master's degree","Student","10-20 years",1,0,
"18-21","Doctoral degree","Data Analyst","< 1 year",0,0,61000
"35-39","Bachelor's degree","Software Engineer","10-20 years",0,0,49000
"22-24","Bachelor's degree","Data Analyst","5-10 years",1,0,
"22-24","Professional degree","Data Engineer","20+ years",0,0,123000
"30-34","Master's degree","Software Engineer","3-5 years",1,0,93000
"25-29","Master's degree","Data Scientist","5-10 years",0,1,82000
"18-21","Bachelor's degree","Business Analyst","3-5 years",0,0,41000
"25-29","Bachelor's degree","Business Analyst","5-10 years",1,0,68000
"18-21","Master's degree","Statistician","3-5 years",0,1,62000
"40-44","Doctoral degree","Research Scientist","5-10 years",1,0,92000
"25-29","Master's degree","Business Analyst","10-20 years",0,0,80000
"22-24","Master's degree","Data Scientist","1-2 years",1,0,98000
"25-29","Professional degree","ML Engineer","20+ years",1,1,134000
"25-29","Doctoral degree","Data Analyst","20+ years",0,0,
"22-24","Master's degree","ML Engineer","1-2 years",0,1,191000
"18-21","Some college/university study","Software Engineer","10-20 years",0,0,79000
"30-34","Bachelor's degree","Data Scientist","10-20 years",1,0,186000
"25-29","Bachelor's degree","Research Scientist","5-10 years",0,1,72000
"55-59","Bachelor's degree","Statistician","1-2 years",1,1,85000
"18-21","Bachelor's degree","Other","1-2 years",1,0,44000
"25-29","Master's degree","Data Engineer","20+ years",1,1,149000
"35-39","Master's degree","Data Engineer","< 1 year",0,0,117000
"30-34","Master's degree","ML Engineer","5-10 years",1,1,141000
"22-24","Professional degree","Business Analyst","10-20 years",1,0,57000
"40-44","Bachelor's degree","Business Analyst","5-10 years",1,0,
"40-44","Master's degree","Student","< 1 year",0,0,
"30-34","Master's degree","Software Engineer","3-5 years",0,0,141000
"30-34","Bachelor's degree","Data Scientist","3-5 years",1,1,61000
"22-24","Some college/university study","Data Scientist","5-10 years",1,0,
"22-24","Doctoral degree","Data Scientist","1-2 years",1,1,35000
